nodeIdOrg,nodeIdDest,distance,highway,oneway,bridge,width
833,834,35.708566,service,,,
834,835,28.461641,service,,,
677,836,60.931294,residential,,,
836,837,56.421013,residential,,,
178,838,7.915848,residential,,,
185,349,27.710732,tertiary,,,
349,411,32.502076,tertiary,,,
411,394,29.703954,tertiary,,,
394,839,29.450876,tertiary,,,
839,418,28.700940,tertiary,,,
418,218,28.733177,tertiary,,,
218,840,42.297958,tertiary,,,
840,444,6.306985,tertiary,,,
444,841,12.425635,tertiary,,,
842,843,27.803285,residential,,,
843,716,24.746101,residential,,,
842,684,24.780978,residential,,,
684,687,25.541880,residential,,,
687,844,24.973316,residential,,,
845,844,30.164416,residential,,,
844,846,2.803441,residential,,,
846,847,67.113927,residential,,,
846,848,13.285406,footway,,,
848,849,22.172324,footway,,,
849,850,7.030680,footway,,,
851,852,30.451585,tertiary,,,
852,853,13.084223,tertiary,,,
853,854,26.550856,tertiary,,,
854,837,40.832351,tertiary,,,
837,698,35.607992,tertiary,,,
698,855,41.104152,tertiary,,,
855,696,10.956016,tertiary,,,
696,856,27.889113,tertiary,,,
856,676,5.982372,tertiary,,,
676,857,4.754727,tertiary,,,
857,714,56.590806,tertiary,,,
714,858,2.453832,tertiary,,,
858,859,9.257440,tertiary,,,
859,683,24.754148,tertiary,,,
683,688,26.204290,tertiary,,,
688,860,9.007516,tertiary,,,
860,847,16.262141,tertiary,,,
847,861,7.062933,tertiary,,,
861,862,5.326837,tertiary,,,
862,863,7.259650,tertiary,,,
863,864,60.662709,tertiary,,,
864,850,22.951158,tertiary,,,
850,220,36.963562,tertiary,,,
859,842,72.017873,residential,,,
865,823,18.682650,steps,,,
866,820,30.116909,unclassified,yes,,
820,209,6.237312,unclassified,yes,,
636,867,9.256889,steps,,,
867,868,7.662835,steps,,,
868,869,9.080836,steps,,,
869,870,1.853255,steps,,,
871,872,4.557666,footway,,,
872,873,15.824073,footway,,,
873,867,9.556893,footway,,,
867,874,8.469570,footway,,,
874,875,8.869830,footway,,,
875,876,9.649985,footway,,,
876,877,9.663596,footway,,,
877,878,13.422185,footway,,,
878,879,8.164920,footway,,,
879,880,4.904145,footway,,,
880,881,14.491000,footway,,,
881,882,13.666678,footway,,,
882,865,39.089965,footway,,,
883,114,13.219940,residential,yes,,
114,884,13.349619,residential,yes,,
884,112,42.545851,residential,yes,,
112,885,23.167777,residential,yes,,
35,886,14.726722,residential,yes,,
886,887,15.637684,residential,yes,,
887,108,16.771515,residential,yes,,
108,888,15.444637,residential,yes,,
888,883,50.834933,residential,yes,,
883,889,20.386229,residential,yes,,
890,134,16.649999,residential,yes,,
134,136,40.591136,residential,yes,,
136,8,99.447201,residential,yes,,
616,891,27.452921,service,,,
891,892,7.633213,service,,,
892,893,22.136439,service,,,
893,894,8.177906,service,,,
894,895,6.834776,service,,,
77,100,38.712718,secondary,,,
100,61,21.427418,secondary,,,
61,616,12.081651,secondary,,,
616,896,11.869348,secondary,,,
896,897,17.066290,secondary,,,
897,53,25.268680,secondary,,,
53,898,15.796818,secondary,,,
898,899,9.964902,secondary,,,
899,900,6.424063,secondary,,,
900,901,16.519412,secondary,,,
901,902,33.186637,secondary,,,
902,618,4.784322,secondary,,,
618,903,24.810223,secondary,,,
903,904,25.047061,secondary,,,
904,78,33.442165,secondary,,,
78,666,25.593131,secondary,,,
666,79,5.259368,secondary,,,
79,905,11.913158,secondary,,,
905,83,15.761195,secondary,,,
83,906,13.938052,secondary,,,
906,907,10.522208,secondary,,,
907,149,78.743351,secondary,,,
149,908,14.794005,secondary,,,
908,909,46.728617,secondary,,,
58,910,33.982216,unclassified,,,
910,911,17.359229,unclassified,,,
407,912,32.730537,unclassified,,,
912,534,44.170508,unclassified,,,
913,914,2.169970,secondary,yes,,
914,629,33.322816,secondary,yes,,
629,9,14.885285,secondary,yes,,
183,915,29.113104,service,,,
915,916,29.468059,service,,,
917,918,9.071250,residential,,,
918,919,14.766247,residential,,,
359,413,33.427827,residential,,,
920,921,1.550830,residential,yes,,
921,922,7.486425,residential,yes,,
922,923,12.113235,residential,yes,,
923,571,18.438575,residential,yes,,
571,453,30.898542,residential,yes,,
453,423,31.680938,residential,yes,,
423,424,29.943331,residential,yes,,
424,450,21.637689,residential,yes,,
450,432,22.058400,residential,yes,,
432,924,42.295663,residential,yes,,
924,925,18.930116,residential,yes,,
925,841,5.935399,residential,yes,,
10,433,22.325296,residential,yes,,
433,926,33.667692,residential,yes,,
926,927,6.426088,residential,yes,,
927,928,29.614026,residential,yes,,
928,929,7.614051,residential,yes,,
929,445,10.233175,unclassified,,,
445,930,9.218600,unclassified,,,
930,217,31.175915,unclassified,,,
217,419,28.283392,unclassified,,,
419,348,26.275246,unclassified,,,
348,364,32.830743,unclassified,,,
364,263,45.297562,unclassified,,,
924,927,112.173987,residential,,,
335,931,43.203721,unclassified,,,
931,932,3.269478,unclassified,,,
932,933,26.860685,unclassified,,,
933,934,10.006585,unclassified,,,
577,935,8.565333,residential,yes,,
935,936,4.523432,residential,yes,,
936,937,2.406185,residential,yes,,
937,938,7.048241,residential,yes,,
938,939,6.141891,residential,yes,,
939,940,5.034279,residential,yes,,
940,941,0.224085,residential,yes,,
942,943,7.760202,residential,,,
944,945,37.644628,residential,,,
946,947,51.994366,unclassified,,,
947,948,15.060733,unclassified,,,
948,949,4.017877,unclassified,,,
949,950,13.535323,unclassified,,,
951,952,47.663950,unclassified,,,
952,953,8.550282,unclassified,,,
953,954,10.552395,unclassified,,,
954,955,11.868749,unclassified,,,
956,957,36.880953,unclassified,,,
958,959,31.325444,unclassified,,,
959,960,6.013261,unclassified,,,
960,961,12.343464,unclassified,,,
961,962,29.595618,unclassified,,,
962,963,60.322924,unclassified,,,
963,964,6.780557,unclassified,,,
965,966,67.161981,unclassified,,,
966,967,29.732091,unclassified,,,
968,88,6.518747,unclassified,,,
88,969,20.460493,unclassified,,,
969,970,84.339803,unclassified,,,
970,971,49.266721,unclassified,,,
971,972,1.546132,unclassified,,,
972,973,15.457213,unclassified,,,
974,975,71.748222,unclassified,,,
975,976,20.915675,unclassified,,,
976,977,5.280866,unclassified,,,
977,978,45.317340,unclassified,,,
978,979,15.649784,unclassified,,,
979,152,50.185720,unclassified,,,
152,980,53.413516,unclassified,,,
981,982,82.615772,unclassified,,,
982,983,23.282822,unclassified,,,
984,946,24.539839,unclassified,,,
946,985,57.337085,unclassified,,,
975,986,47.045496,unclassified,,,
986,987,21.182008,unclassified,,,
987,988,54.244487,unclassified,,,
988,989,26.608898,unclassified,,,
989,974,32.125080,unclassified,,,
974,990,35.168163,unclassified,,,
991,992,38.193548,unclassified,,,
992,993,18.282853,unclassified,,,
993,994,10.246827,unclassified,,,
994,995,24.970281,unclassified,,,
995,996,10.161504,unclassified,,,
996,997,27.131962,unclassified,,,
997,998,30.657130,unclassified,,,
998,999,12.090523,unclassified,,,
999,985,10.589121,unclassified,,,
985,1000,14.314710,unclassified,,,
1000,1001,35.243864,unclassified,,,
1001,1002,30.791003,unclassified,,,
997,1003,83.774471,unclassified,,,
1004,1005,16.248475,residential,,,
1005,1006,26.540392,residential,,,
1006,1007,20.243943,residential,,,
625,1008,47.098570,unclassified,,,
1009,1010,17.178981,unclassified,,,
1010,1011,59.367849,unclassified,,,
1011,996,50.513106,unclassified,,,
145,1012,47.168537,residential,,,
623,1013,45.795265,unclassified,,,
1013,1014,14.192851,unclassified,,,
1014,1015,9.980774,unclassified,,,
1015,1016,19.757181,unclassified,,,
1016,1008,6.423606,unclassified,,,
1008,1017,27.617002,unclassified,,,
1017,1018,73.187116,unclassified,,,
1018,1019,2.602897,unclassified,,,
1019,1020,19.243507,unclassified,,,
1020,954,41.544633,unclassified,,,
1021,1022,34.192055,unclassified,,,
1022,1023,2.079106,unclassified,,,
1023,1024,10.126576,unclassified,,,
1024,1025,18.262651,unclassified,,,
1025,1026,24.239792,unclassified,,,
1026,1027,21.142465,unclassified,,,
1027,1028,15.193709,unclassified,,,
1028,1029,28.505704,unclassified,,,
1029,1030,6.406427,unclassified,,,
1030,1031,4.555562,unclassified,,,
1031,1032,6.525187,unclassified,,,
1032,1033,15.990841,unclassified,,,
140,1034,73.165735,unclassified,,,
1035,1036,59.839357,unclassified,,,
1036,1037,12.560078,unclassified,,,
1037,624,37.413707,unclassified,,,
624,1015,46.549481,unclassified,,,
1038,1039,23.418790,unclassified,,,
1039,1040,21.429094,unclassified,,,
1040,1041,36.685617,unclassified,,,
1041,981,88.140081,unclassified,,,
1042,1043,45.054114,unclassified,,,
1043,1044,79.887381,unclassified,,,
1044,1035,2.484867,unclassified,,,
1035,1045,19.535509,unclassified,,,
1045,1046,11.204306,unclassified,,,
1046,1047,15.023871,unclassified,,,
1047,1048,4.248894,unclassified,,,
1048,1049,15.712696,unclassified,,,
1049,1050,25.343123,unclassified,,,
1050,1051,14.152234,unclassified,,,
1051,1052,13.919088,unclassified,,,
1052,1053,27.586606,unclassified,,,
1053,1054,13.590072,unclassified,,,
1054,1055,2.243471,unclassified,,,
1055,1056,12.979317,unclassified,,,
1056,620,12.341515,unclassified,,,
972,1034,37.332786,unclassified,,,
1057,983,31.919484,unclassified,,,
983,1058,15.243513,unclassified,,,
1058,1059,40.487345,unclassified,,,
1059,952,13.204338,unclassified,,,
87,1004,40.514070,residential,,,
1004,1060,8.667422,residential,,,
1060,1061,17.947884,residential,,,
1061,1062,12.990540,residential,,,
964,1063,9.357396,unclassified,,,
1063,1064,35.192779,unclassified,,,
1064,1065,25.254551,unclassified,,,
1065,1066,27.064019,unclassified,,,
1066,619,45.387208,unclassified,,,
619,614,12.952581,unclassified,,,
614,1067,21.636347,unclassified,,,
1067,1068,22.442659,unclassified,,,
1068,1069,13.313724,unclassified,,,
1069,1070,20.691793,unclassified,,,
1070,1071,12.312511,unclassified,,,
1071,1072,16.874017,unclassified,,,
1072,1009,35.921345,unclassified,,,
1009,1073,26.219415,unclassified,,,
1073,1074,36.782560,unclassified,,,
1074,916,37.034371,unclassified,,,
916,1075,8.909934,unclassified,,,
1075,838,103.922658,unclassified,,,
1076,1077,7.225742,unclassified,,,
1077,957,58.055168,unclassified,,,
1078,1079,26.647751,unclassified,,,
1079,139,37.878073,unclassified,,,
1024,1043,75.339771,unclassified,,,
1080,1081,37.003087,service,,,
1000,1082,28.834629,unclassified,,,
1082,1083,34.998876,unclassified,,,
1083,1001,20.480152,unclassified,,,
1001,947,58.559581,unclassified,,,
947,1084,23.884212,unclassified,,,
1085,1086,66.228312,unclassified,,,
1086,1087,14.211239,unclassified,,,
1087,1088,10.345642,unclassified,,,
1088,1089,57.683801,unclassified,,,
1075,1090,69.526235,service,,,
1091,1092,90.891265,unclassified,,,
1092,994,53.874640,unclassified,,,
1093,1094,52.818914,unclassified,,,
1094,1095,36.392479,unclassified,,,
1095,956,21.740205,unclassified,,,
956,1096,13.036980,unclassified,,,
1096,1097,34.501430,unclassified,,,
1097,1098,0.303477,unclassified,,,
1099,1100,25.627938,unclassified,,,
1100,1101,29.234979,unclassified,,,
1101,1102,34.657323,unclassified,,,
1102,1103,16.489369,unclassified,,,
1103,1104,17.685290,unclassified,,,
1104,1105,55.120727,unclassified,,,
1105,1106,12.675803,unclassified,,,
1106,1028,40.464816,unclassified,,,
979,1087,57.324952,unclassified,,,
1107,1108,19.178940,unclassified,,,
1108,150,31.605561,unclassified,,,
150,1109,10.178106,unclassified,,,
1109,1089,25.654970,unclassified,,,
1089,965,9.121813,unclassified,,,
965,1085,15.083862,unclassified,,,
1085,1110,9.281888,unclassified,,,
1110,1111,10.941232,unclassified,,,
1111,1112,2.162251,unclassified,,,
1112,1113,19.179637,unclassified,,,
1113,1114,2.673484,unclassified,,,
1114,1115,8.326390,unclassified,,,
1115,1116,38.927530,unclassified,,,
1117,1118,9.499707,service,,,
1118,1119,36.009514,service,,,
1073,1120,59.452657,unclassified,,,
1120,1121,11.569631,unclassified,,,
1121,919,32.951514,unclassified,,,
1122,1097,2.867749,unclassified,,,
1097,1077,46.427569,unclassified,,,
1123,1124,81.569008,residential,,,
987,1125,46.115119,unclassified,,,
1125,1116,68.993190,unclassified,,,
1116,1126,61.074516,unclassified,,,
1126,1127,46.197720,unclassified,,,
1127,1123,45.898741,unclassified,,,
1123,1093,32.293799,unclassified,,,
1093,1128,22.070696,unclassified,,,
1128,958,26.284157,unclassified,,,
958,1129,26.521012,unclassified,,,
1129,1130,35.897340,unclassified,,,
1130,1131,24.007302,unclassified,,,
971,1132,40.877159,unclassified,,,
1132,144,70.944013,unclassified,,,
953,1133,24.446034,unclassified,,,
1133,970,29.300633,unclassified,,,
970,1134,80.239569,unclassified,,,
1134,1135,70.753819,unclassified,,,
1136,1137,13.969661,unclassified,,,
1137,1138,60.993569,unclassified,,,
1139,1140,11.980485,unclassified,,,
1140,1141,22.189871,unclassified,,,
1141,1142,14.353075,unclassified,,,
1142,1143,5.038440,unclassified,,,
1143,1144,10.867046,unclassified,,,
1144,967,12.434322,unclassified,,,
967,1145,8.070819,unclassified,,,
1145,1146,5.481181,unclassified,,,
1146,1147,11.984278,unclassified,,,
1147,1148,4.142226,unclassified,,,
1148,1149,18.198166,unclassified,,,
1149,1117,5.236894,unclassified,,,
1117,1150,8.161683,unclassified,,,
1150,1151,9.904281,unclassified,,,
1151,1080,3.620637,unclassified,,,
1080,1152,4.029611,unclassified,,,
1152,1127,31.785510,unclassified,,,
479,463,45.265290,unclassified,,,
43,1153,9.661523,residential,,,
1153,1154,18.680686,residential,,,
1155,1156,25.221391,unclassified,,,
464,1157,31.984752,unclassified,,,
1157,1158,45.395111,unclassified,,,
1159,1160,6.806248,unclassified,,,
1160,1155,33.267660,unclassified,,,
1155,474,28.744988,unclassified,,,
1161,1162,44.876103,unclassified,,,
1162,465,32.380486,unclassified,,,
465,478,53.683600,unclassified,,,
1163,1161,32.347275,unclassified,yes,,
1161,1158,31.455887,unclassified,yes,,
1158,1164,16.121144,unclassified,yes,,
1164,1165,9.358938,unclassified,yes,,
1166,1167,9.069683,unclassified,yes,,
1167,1157,29.211761,unclassified,yes,,
1157,1162,31.508499,unclassified,yes,,
1162,1168,31.995485,unclassified,yes,,
126,1169,25.762277,residential,,,
1169,1170,27.331255,residential,,,
115,1171,14.185884,footway,,,
120,127,42.250230,residential,,,
127,128,34.172629,residential,,,
888,116,15.065532,footway,,,
116,1172,14.447398,footway,,,
1172,109,42.606437,footway,,,
1172,1171,10.682435,footway,,,
1171,119,7.187887,footway,,,
119,884,33.298965,footway,,,
1173,577,17.718610,primary,-1,,
1174,1175,8.217320,residential,,,
1175,1176,2.735235,residential,,,
1177,1178,3.158974,motorway_link,yes,yes,
1178,1179,6.059416,motorway_link,yes,yes,
1179,1180,6.224727,motorway_link,yes,yes,
1180,577,16.260637,motorway_link,yes,yes,
1181,1182,13.854397,primary,-1,,
1182,1183,4.611539,primary,-1,,
1183,1184,21.069159,primary,-1,,
1184,1185,15.266279,primary,-1,,
1185,1186,11.136424,primary,-1,,
1186,1187,38.241596,primary,-1,,
1187,1188,21.620064,primary,-1,,
1188,1189,10.565818,primary,-1,,
1189,350,10.410312,primary,-1,,
350,1190,12.070548,primary,-1,,
1190,1191,24.918235,primary,-1,,
1191,1192,34.018834,primary,-1,,
1192,1193,36.718421,primary,-1,,
1193,1194,30.239335,primary,-1,,
1194,440,10.127456,primary,-1,,
440,1195,11.755016,primary,-1,,
1195,1196,13.585304,primary,-1,,
1196,1197,30.861131,primary,-1,,
1197,1165,32.829300,primary,-1,,
1165,1198,10.139764,primary,-1,,
1198,1199,6.475074,primary,-1,,
1199,1166,31.853195,primary,-1,,
1166,1200,22.905530,primary,-1,,
1200,1201,4.391637,primary,-1,,
1201,461,6.393004,primary,-1,,
461,1202,6.237720,primary,-1,,
1202,481,27.991865,primary,-1,,
481,1203,27.845902,primary,-1,,
1203,1204,13.139540,primary,-1,,
1204,577,15.559972,primary,-1,,
1181,1205,17.490155,primary,yes,,
1205,602,36.756416,primary,yes,,
602,383,47.507268,primary,yes,,
383,1206,21.479165,primary,yes,,
1206,1207,10.949374,primary,yes,,
1207,351,10.427218,primary,yes,,
351,1208,10.790608,primary,yes,,
1208,416,59.873073,primary,yes,,
416,400,36.574076,primary,yes,,
400,1209,29.112214,primary,yes,,
1209,441,11.891810,primary,yes,,
441,1210,12.200007,primary,yes,,
1210,1211,12.907789,primary,yes,,
1211,538,30.032769,primary,yes,,
538,1212,43.594303,primary,yes,,
1212,431,5.740761,primary,yes,,
431,1213,55.717025,primary,yes,,
1213,459,4.465189,primary,yes,,
459,1214,12.455075,primary,yes,,
1214,460,27.995984,primary,yes,,
460,1215,28.903800,primary,yes,,
1215,1173,13.160478,primary,yes,,
1216,1217,74.833203,residential,,,
1217,1197,8.947537,residential,,,
549,1218,55.100656,residential,,,
1218,1186,8.584432,residential,,,
1184,548,66.170648,residential,,,
407,1191,42.723191,residential,,,
408,1192,54.458952,residential,,,
409,1219,60.554132,residential,,,
1219,1193,7.233167,residential,,,
1102,1220,29.910504,residential,,,
1221,1222,29.627411,unclassified,,,
1222,1223,14.653983,unclassified,,,
1223,1224,69.049738,unclassified,,,
1224,1096,19.150825,unclassified,,,
1045,1225,14.895984,residential,,,
1225,1226,23.128638,residential,,,
1226,1105,13.957948,residential,,,
1227,1136,35.526831,primary,,,
1136,1228,57.010821,primary,,,
1228,1229,20.912064,primary,,,
1229,1033,36.828464,primary,,,
1033,1230,12.632226,primary,,,
1230,1231,72.981134,primary,,,
1231,1232,54.513053,primary,,,
1232,1233,46.345070,primary,,,
1233,1099,9.566457,primary,,,
1099,1234,68.632958,primary,,,
1234,964,27.729652,primary,,,
964,1235,7.772147,primary,,,
1235,160,47.061966,primary,,,
160,1236,10.065888,primary,,,
1236,1237,13.322805,primary,,,
1237,1181,11.679797,primary,,,
1238,298,27.783649,living_street,,,
1239,1240,9.468915,residential,,,
1240,1241,5.704596,residential,,,
1241,297,13.628338,residential,,,
783,1242,11.004056,residential,,,
1243,307,25.737489,living_street,,,
1244,1245,34.268190,unclassified,,,
1245,1246,43.757454,unclassified,,,
1246,1247,23.174511,unclassified,,,
1247,1248,11.704620,unclassified,,,
1248,1249,10.936563,unclassified,,,
1247,1250,46.461462,unclassified,,,
1251,1252,7.354653,secondary,,,
1252,1253,14.312159,secondary,,,
1253,1254,37.675498,secondary,,,
1254,1255,12.235654,secondary,,,
1255,1256,13.625767,secondary,,,
1256,1257,34.793513,secondary,,,
1257,1258,42.785665,secondary,,,
1258,702,43.428264,secondary,,,
702,1259,16.968263,secondary,,,
1259,235,23.466835,secondary,,,
235,1260,81.274343,secondary,,,
1260,1261,32.692372,secondary,,,
1261,707,5.046279,secondary,,,
707,1262,17.515513,secondary,,,
1262,760,22.203704,secondary,,,
760,1263,31.164279,secondary,,,
1263,1264,47.976166,secondary,,,
1264,747,30.879517,secondary,,,
747,161,2.950024,secondary,,,
161,1265,41.775452,secondary,,,
1265,791,46.198602,secondary,,,
791,763,34.690166,secondary,,,
763,788,19.194513,secondary,,,
788,282,7.832928,secondary,,,
282,1266,8.055702,secondary,,,
1266,1267,71.098198,secondary,,,
1267,1268,44.754176,secondary,,,
1268,1269,17.466656,secondary,,,
1269,304,19.177620,secondary,,,
304,742,19.049917,secondary,,,
742,1270,5.786029,secondary,,,
1271,1272,23.842253,service,,,
1272,1244,5.607019,service,,,
1244,1273,15.379964,service,,,
1273,1274,4.829079,service,,,
1274,1275,13.877684,service,,,
1275,1276,17.909620,service,,,
1276,1277,27.226275,service,,,
1278,1279,36.605313,service,,,
1279,1280,5.215427,service,,,
1280,1245,22.490942,service,,,
1281,1159,40.865686,primary,yes,,
1159,572,53.646240,primary,yes,,
572,588,60.512193,primary,yes,,
588,1282,9.921009,primary,yes,,
1282,1283,24.072230,primary,yes,,
1283,1284,30.970672,primary,yes,,
1284,1285,31.568097,primary,yes,,
1285,1204,14.048716,primary,yes,,
1204,1173,7.865002,primary,yes,,
1173,1286,14.742654,primary,yes,,
1286,382,31.436546,primary,yes,,
382,472,48.239704,primary,yes,,
472,1287,64.449719,primary,yes,,
1287,921,6.776834,primary,yes,,
921,1288,4.378311,primary,yes,,
278,1289,30.113914,unclassified,yes,,
1289,1268,19.708720,unclassified,yes,,
1290,1291,38.183502,unclassified,,,
1291,1292,15.050461,unclassified,,,
258,1293,34.877909,unclassified,,,
1293,1294,46.418086,unclassified,,,
1294,1295,36.138109,unclassified,,,
1295,1296,3.110858,unclassified,,,
1296,1297,4.784187,unclassified,,,
1297,1298,25.309915,unclassified,,,
1298,1299,11.048049,unclassified,,,
1299,1300,13.953451,unclassified,,,
1300,1301,22.353451,unclassified,,,
1301,1302,59.936929,unclassified,,,
1302,1303,3.693966,unclassified,,,
1303,1304,3.373600,unclassified,,,
1304,1305,4.555150,unclassified,,,
1305,1290,84.859057,unclassified,,,
1290,1306,15.632634,unclassified,,,
1306,1307,7.750942,unclassified,,,
1307,251,16.137329,unclassified,,,
1291,1308,51.466722,unclassified,,,
1301,252,116.838061,unclassified,,,
1294,1309,26.271875,unclassified,,,
1309,1310,25.500026,unclassified,,,
1310,1311,16.407701,unclassified,,,
1311,1312,22.089019,unclassified,,,
879,1313,44.014783,footway,,,
1313,1314,71.954607,footway,,,
1314,1315,18.444026,footway,,,
1315,1316,5.354447,footway,,,
1316,1317,19.806937,footway,,,
1317,1318,18.870254,footway,,,
1318,1319,8.403779,footway,,,
1319,1320,10.721323,footway,,,
1320,1321,2.682122,footway,,,
1321,1322,12.141861,footway,,,
1322,1323,6.063900,footway,,,
1323,1324,16.279325,footway,,,
1324,1325,9.595696,footway,,,
1325,1326,16.935474,footway,,,
1326,1327,14.668505,footway,,,
1327,1328,13.034831,footway,,,
1328,1329,8.789711,footway,,,
1330,1331,8.781802,service,,,
1331,1332,38.132959,service,,,
1332,1333,9.310268,service,,,
808,1334,27.376135,service,,,
1334,1335,17.480536,service,,,
1335,1336,11.048994,service,,,
1336,1337,51.324187,service,,,
1337,1338,4.594401,service,,,
1338,1339,5.481781,service,,,
1339,801,8.488311,service,,,
803,1340,28.470359,service,,,
1340,802,49.328265,service,,,
1318,1341,18.159360,footway,,,
1341,1342,20.956756,footway,,,
1342,811,7.123983,footway,,,
1343,1344,4.575083,service,,,
1344,1345,3.964625,service,,,
1345,1346,3.476927,service,,,
1346,1347,29.565837,service,,,
1347,1348,3.043336,service,,,
1348,1349,3.100048,service,,,
1349,1350,2.849401,service,,,
1350,1351,2.929435,service,,,
1351,1352,3.048598,service,,,
72,1353,25.343475,service,,,
1353,1354,3.142187,service,,,
1354,1355,1.918731,service,,,
1355,1356,3.367687,service,,,
1356,1352,2.733957,service,,,
1352,1357,2.448473,service,,,
1357,1358,4.413671,service,,,
1358,1359,29.431521,service,,,
1359,1343,3.569041,service,,,
1343,1360,5.826835,service,,,
1360,1361,5.390307,service,,,
1361,1362,6.515265,service,,,
1362,1363,6.458291,service,,,
1363,75,9.705130,service,,,
73,1364,25.225683,service,,,
1364,1365,28.563329,service,,,
1365,1366,29.980609,service,,,
1366,1367,7.327551,service,,,
1367,1368,6.597321,service,,,
1368,1369,8.020770,service,,,
1369,1370,43.789521,service,,,
1370,1371,7.441062,service,,,
1371,1372,7.688499,service,,,
1372,1373,9.692412,service,,,
1373,1374,14.099753,service,,,
1374,1329,11.798809,service,,,
1329,1375,4.424288,service,,,
1375,1376,8.389736,service,,,
1376,1377,9.600509,service,,,
1377,1378,18.264118,service,,,
1378,1330,11.144622,service,,,
1330,1379,12.590233,service,,,
1379,1380,7.159834,service,,,
1380,1298,8.572478,service,,,
822,1381,4.551602,service,,,
1381,1382,27.049194,service,,,
1313,1383,27.100758,footway,,,
806,1384,24.404689,footway,,,
1384,1385,12.266741,footway,,,
1385,882,13.362749,footway,,,
882,1386,25.681716,footway,,,
1336,1387,34.457390,service,,,
1387,1388,31.077089,service,,,
1388,813,49.748705,service,,,
1334,1389,37.412122,service,,,
815,1390,5.658586,footway,,,
1390,1391,9.259103,footway,,,
1391,1392,20.188713,footway,,,
1392,1393,16.400331,footway,,,
1393,1394,6.083060,footway,,,
1394,1395,7.403831,footway,,,
1395,1396,8.082643,footway,,,
1396,1397,8.106092,footway,,,
1397,1398,7.331878,footway,,,
1398,1399,14.559451,footway,,,
1399,1400,4.241355,footway,,,
1400,1401,5.701168,footway,,,
1401,1402,6.959053,footway,,,
1402,1403,5.762760,footway,,,
1403,1404,5.426314,footway,,,
1404,1405,3.985246,footway,,,
1405,1406,2.338467,footway,,,
1406,1407,7.134311,footway,,,
1407,1408,7.970209,footway,,,
1408,1409,29.661739,footway,,,
1409,1301,5.828199,footway,,,
236,1410,6.540922,footway,,,
1410,1411,17.698171,footway,,,
1411,1412,8.380309,footway,,,
1412,1413,20.960641,footway,,,
1413,1414,14.210376,footway,,,
1414,1415,20.234378,footway,,,
1415,1416,13.882779,footway,,,
1416,1417,15.699345,footway,,,
1417,1418,21.483765,footway,,,
1418,1419,20.255127,footway,,,
1419,1420,14.765641,footway,,,
1420,1421,9.120045,footway,,,
1421,1422,5.124807,footway,,,
1422,1423,10.837277,footway,,,
1423,1424,6.994580,footway,,,
1425,1426,6.217533,footway,,,
1426,656,18.499573,footway,,,
1427,1428,7.709331,footway,,,
1428,1429,6.595539,footway,,,
1429,1408,15.958477,footway,,,
1408,1430,7.171370,footway,,,
1430,1431,6.806390,footway,,,
1431,1431,0.000000,footway,,,
1431,1432,6.735724,footway,,,
1432,1433,12.629391,footway,,,
1433,1434,9.951169,footway,,,
1434,1435,8.356486,footway,,,
1435,1436,9.750374,footway,,,
1436,1437,7.019129,footway,,,
1437,1438,9.958797,footway,,,
1438,1439,4.470435,footway,,,
1439,1440,6.742403,footway,,,
1440,1441,8.648414,footway,,,
1441,1442,7.368253,footway,,,
1442,1443,8.943627,footway,,,
1443,1444,7.961630,footway,,,
1444,1445,5.535596,footway,,,
1445,1446,5.124231,footway,,,
1446,1447,4.076910,footway,,,
1447,1448,5.659245,footway,,,
1448,1449,4.646124,footway,,,
1449,1450,5.893823,footway,,,
1450,1451,6.672963,footway,,,
1451,1452,8.733432,footway,,,
1452,1453,1.944723,footway,,,
1453,1431,2.540550,footway,,,
657,1454,4.440493,footway,,,
1454,1455,4.632951,footway,,,
1455,1456,5.489764,footway,,,
1456,1457,9.602379,footway,,,
1457,1458,10.772238,footway,,,
1458,1459,7.876142,footway,,,
1459,1460,24.295765,footway,,,
1460,1461,31.833510,footway,,,
1461,1462,32.591276,footway,,,
1462,1463,27.540009,footway,,,
1463,1425,5.032012,footway,,,
1425,1464,19.034707,footway,,,
1464,1465,32.129378,footway,,,
1465,1466,10.271237,footway,,,
1466,1467,36.221847,footway,,,
1467,201,12.082968,footway,,,
1468,1469,4.517073,primary,yes,,
1469,276,4.449465,primary,yes,,
276,1470,3.771332,primary,yes,,
1470,1471,7.733493,primary,yes,,
1471,781,10.879611,primary,yes,,
781,1472,11.017524,primary,yes,,
1472,773,24.776252,primary,yes,,
773,765,42.431754,primary,yes,,
765,1473,49.283773,primary,yes,,
1473,727,24.532164,primary,yes,,
727,1474,70.465097,primary,yes,,
1474,738,18.825943,primary,yes,,
738,1475,14.164663,primary,yes,,
1475,1476,10.276055,primary,yes,,
1477,1478,33.026576,primary,yes,,
1478,1479,35.210601,primary,yes,,
1479,1480,11.491461,primary,yes,,
1480,1481,31.825520,primary,yes,,
1481,1482,13.704911,primary,yes,,
1482,577,8.458293,primary,yes,,
577,1483,6.289584,primary,yes,,
1483,1484,8.588002,primary,yes,,
1484,1485,45.295544,primary,yes,,
1485,1486,33.846595,primary,yes,,
1486,587,8.080491,primary,yes,,
587,1487,123.771914,primary,yes,,
1487,1488,25.649190,primary,yes,,
277,1489,7.283689,tertiary,yes,,
1489,287,30.211944,tertiary,yes,,
