nodeId,x,y
500,139.717973,35.709342
501,139.717942,35.709090
502,139.717831,35.708673
503,139.717222,35.708490
504,139.716975,35.708874
505,139.717319,35.709015
506,139.717303,35.709141
507,139.717775,35.709196
508,139.717799,35.709115
509,139.718108,35.709015
510,139.718194,35.708976
511,139.718373,35.708932
512,139.717247,35.709856
513,139.717264,35.710000
514,139.729652,35.705657
515,139.729657,35.705445
516,139.729665,35.705221
517,139.729691,35.704824
518,139.730000,35.709271
519,139.728493,35.704783
520,139.728477,35.705123
521,139.728477,35.705184
522,139.728458,35.705376
523,139.728461,35.705532
524,139.728606,35.705622
525,139.728750,35.705755
526,139.729019,35.705711
527,139.729257,35.705683
528,139.729574,35.705674
529,139.729890,35.705648
530,139.730000,35.705637
531,139.726441,35.707909
532,139.730000,35.705431
533,139.728520,35.706175
534,139.728461,35.706299
535,139.728509,35.706630
536,139.728818,35.706772
537,139.726803,35.707885
538,139.726894,35.707879
539,139.729279,35.708011
540,139.728803,35.708110
541,139.728091,35.708227
542,139.730000,35.705226
543,139.729019,35.705196
544,139.728802,35.707837
545,139.728805,35.707393
546,139.728816,35.706853
547,139.727842,35.704762
548,139.727825,35.705112
549,139.727812,35.705339
550,139.729939,35.706881
551,139.729925,35.706741
552,139.729877,35.706626
553,139.729700,35.706637
554,139.729609,35.706382
555,139.729602,35.706264
556,139.729595,35.706138
557,139.729620,35.706092
558,139.729052,35.704802
559,139.728989,35.706870
560,139.729148,35.706959
561,139.729483,35.706957
562,139.729615,35.706940
563,139.729662,35.706926
564,139.729797,35.706876
565,139.730000,35.706880
566,139.730000,35.706006
567,139.729931,35.706010
568,139.729925,35.705970
569,139.729960,35.706234
570,139.724110,35.710000
571,139.725108,35.709666
572,139.728979,35.709717
573,139.729233,35.708751
574,139.729249,35.708632
575,139.729279,35.707838
576,139.729301,35.707400
577,139.727135,35.709732
578,139.727219,35.709761
579,139.727219,35.709803
580,139.727224,35.709865
581,139.727243,35.709914
582,139.727284,35.709959
583,139.727334,35.709995
584,139.727344,35.710000
585,139.728173,35.710000
586,139.728236,35.709817
587,139.728259,35.709752
588,139.728329,35.709587
589,139.728339,35.709543
590,139.728405,35.709244
591,139.727954,35.707811
592,139.729864,35.707842
593,139.730000,35.707845
594,139.728309,35.708908
595,139.728822,35.708757
596,139.729582,35.708525
597,139.730000,35.708566
598,139.725561,35.705596
599,139.725951,35.705474
600,139.726453,35.705348
601,139.726901,35.705255
602,139.726972,35.705240
603,139.726514,35.705957
604,139.725341,35.706308
605,139.725277,35.705449
606,139.725211,35.705390
607,139.725908,35.705134
608,139.725083,35.705417
609,139.725596,35.704402
610,139.725253,35.704441
611,139.725211,35.704300
612,139.725170,35.704189
613,139.725111,35.704008
614,139.725052,35.703777
615,139.716909,35.701068
616,139.716832,35.701131
617,139.718234,35.700786
618,139.718329,35.701095
619,139.725191,35.703751
620,139.725053,35.703392
621,139.724942,35.703106
622,139.724854,35.703039
623,139.724716,35.702933
624,139.724524,35.702768
625,139.724315,35.702594
626,139.724160,35.702462
627,139.723826,35.702177
628,139.723557,35.701952
629,139.710371,35.701012
630,139.710346,35.701091
631,139.710375,35.701158
632,139.710426,35.701202
633,139.710864,35.701318
634,139.710946,35.701432
635,139.710774,35.702565
636,139.710281,35.702529
637,139.710076,35.705636
638,139.710040,35.705333
639,139.710006,35.705035
640,139.710846,35.705577
641,139.710791,35.705304
642,139.710723,35.705033
643,139.710000,35.705335
644,139.711274,35.705271
645,139.711462,35.705233
646,139.712502,35.705450
647,139.712397,35.705193
648,139.712346,35.705066
649,139.712298,35.704923
650,139.712191,35.704659
651,139.711643,35.705521
652,139.711432,35.704909
653,139.711352,35.704929
654,139.711622,35.704844
655,139.712496,35.704557
656,139.713254,35.705379
657,139.711724,35.705522
658,139.711555,35.705526
659,139.710000,35.705641
660,139.710000,35.705034
661,139.710000,35.704952
662,139.711204,35.704971
663,139.711138,35.704994
664,139.710399,35.705040
665,139.710041,35.705046
666,139.719447,35.700732
667,139.719606,35.701199
668,139.719610,35.701210
669,139.719620,35.701233
670,139.719722,35.701489
671,139.719780,35.701634
672,139.719789,35.701655
673,139.719889,35.701904
674,139.719965,35.702124
675,139.720017,35.702274
676,139.719979,35.702331
677,139.719086,35.703761
678,139.718589,35.703832
679,139.718308,35.703879
680,139.720382,35.702043
681,139.720666,35.701904
682,139.721154,35.701712
683,139.719163,35.702167
684,139.718428,35.702410
685,139.717963,35.702579
686,139.717857,35.702362
687,139.718330,35.702194
688,139.719053,35.701949
689,139.718510,35.703563
690,139.718443,35.703367
691,139.718353,35.703105
692,139.718978,35.702881
693,139.719194,35.702811
694,139.719475,35.702764
695,139.719620,35.702728
696,139.720116,35.702610
697,139.719188,35.703305
698,139.720220,35.703071
699,139.719752,35.703176
700,139.719358,35.703258
701,139.718842,35.703454
702,139.716662,35.706568
703,139.716391,35.707262
704,139.716330,35.707273
705,139.715690,35.707396
706,139.715388,35.707453
707,139.715237,35.707398
708,139.720622,35.704783
709,139.720216,35.704679
710,139.719744,35.704358
711,139.719159,35.704404
712,139.718639,35.704648
713,139.718435,35.704430
714,139.719335,35.702459
715,139.718944,35.702631
716,139.718485,35.702845
717,139.718349,35.702958
718,139.718097,35.703036
719,139.717941,35.703089
720,139.717775,35.703141
721,139.714956,35.708854
722,139.714849,35.708808
723,139.714658,35.708819
724,139.714299,35.708852
725,139.714346,35.709020
726,139.714452,35.709400
727,139.714530,35.709723
728,139.714542,35.709769
729,139.714585,35.710000
730,139.714253,35.708821
731,139.713655,35.708843
732,139.713564,35.708799
733,139.713172,35.708815
734,139.713311,35.709116
735,139.713349,35.709198
736,139.713406,35.709355
737,139.713520,35.709884
738,139.713567,35.709897
739,139.715046,35.709026
740,139.714768,35.709098
741,139.710088,35.708732
742,139.710064,35.708388
743,139.715961,35.708367
744,139.716088,35.708614
745,139.715100,35.709128
746,139.714709,35.709224
747,139.713652,35.707774
748,139.713744,35.708054
749,139.713765,35.708170
750,139.713846,35.708333
751,139.711834,35.709337
752,139.711595,35.709474
753,139.715892,35.708364
754,139.715962,35.708002
755,139.715350,35.708545
756,139.715088,35.708649
757,139.714908,35.708327
758,139.714830,35.708131
759,139.714771,35.707963
760,139.714829,35.707526
761,139.710787,35.708737
762,139.712649,35.708758
763,139.712300,35.708031
764,139.715085,35.708710
765,139.715329,35.709589
766,139.710348,35.709446
767,139.710000,35.709529
768,139.716863,35.708902
769,139.716772,35.708852
770,139.716648,35.708828
771,139.716512,35.708830
772,139.716447,35.708854
773,139.715785,35.709502
774,139.715683,35.709233
775,139.715595,35.709058
776,139.715468,35.708895
777,139.715554,35.708854
778,139.715541,35.708479
779,139.715624,35.708420
780,139.716048,35.709078
781,139.716168,35.709420
782,139.712923,35.708672
783,139.712475,35.708817
784,139.712415,35.708838
785,139.712469,35.708963
786,139.712268,35.708433
787,139.712115,35.708151
788,139.712094,35.708071
789,139.716482,35.708254
790,139.713787,35.709069
791,139.712675,35.707965
792,139.717205,35.708397
793,139.716728,35.708242
794,139.716520,35.708237
795,139.716402,35.708289
796,139.716166,35.708377
797,139.715356,35.708324
798,139.715356,35.708281
799,139.710747,35.706865
800,139.710000,35.706917
801,139.711259,35.704466
802,139.711188,35.704325
803,139.710948,35.703849
804,139.710855,35.703664
805,139.710849,35.703572
806,139.710883,35.703540
807,139.710908,35.703516
808,139.711428,35.703431
809,139.711810,35.703368
810,139.712480,35.703441
811,139.712534,35.703472
812,139.712594,35.703556
813,139.712772,35.704035
814,139.712840,35.704217
815,139.712827,35.704255
816,139.712818,35.704282
817,139.712738,35.704321
818,139.710157,35.702940
819,139.710000,35.702953
820,139.710332,35.704181
821,139.710254,35.703995
822,139.710348,35.703633
823,139.710352,35.703616
824,139.722091,35.706362
825,139.722532,35.706763
826,139.722739,35.706963
827,139.722784,35.707140
828,139.720391,35.705314
829,139.719945,35.705160
830,139.719874,35.705154
831,139.719703,35.705176
832,139.719433,35.705279
833,139.719594,35.704989
834,139.719218,35.705087
835,139.719025,35.704884
836,139.719696,35.703529
837,139.720294,35.703387
838,139.721867,35.705629
839,139.723766,35.706984
840,139.724218,35.707804
841,139.724273,35.707966
842,139.718534,35.702616
843,139.718256,35.702723
844,139.718235,35.701982
845,139.717927,35.702087
846,139.718264,35.701974
847,139.718947,35.701738
848,139.718216,35.701861
849,139.717983,35.701922
850,139.717924,35.701881
851,139.720856,35.704211
852,139.720573,35.704061
853,139.720476,35.703974
854,139.720384,35.703747
855,139.720138,35.702707
856,139.720025,35.702370
857,139.719933,35.702311
858,139.719310,35.702449
859,139.719271,35.702372
860,139.719015,35.701874
861,139.718918,35.701679
862,139.718876,35.701645
863,139.718797,35.701633
864,139.718163,35.701811
865,139.710555,35.703648
866,139.710000,35.704203
867,139.710193,35.702572
868,139.710120,35.702606
869,139.710019,35.702608
870,139.710000,35.702603
871,139.710000,35.702354
872,139.710033,35.702385
873,139.710129,35.702504
874,139.710254,35.702630
875,139.710315,35.702693
876,139.710372,35.702766
877,139.710429,35.702840
878,139.710481,35.702953
879,139.710504,35.703024
880,139.710504,35.703069
881,139.710464,35.703195
882,139.710421,35.703313
883,139.710217,35.700831
884,139.710201,35.700592
885,139.710181,35.700000
886,139.711302,35.700898
887,139.711133,35.700868
888,139.710778,35.700850
889,139.710000,35.700782
890,139.713902,35.700000
891,139.716819,35.701378
892,139.716903,35.701382
893,139.717141,35.701335
894,139.717231,35.701344
895,139.717286,35.701386
896,139.716955,35.701168
897,139.717143,35.701183
898,139.717580,35.701273
899,139.717689,35.701261
900,139.717760,35.701254
901,139.717932,35.701206
902,139.718279,35.701109
903,139.718584,35.701012
904,139.718843,35.700932
905,139.719620,35.700669
906,139.719918,35.700556
907,139.720022,35.700514
908,139.720952,35.700146
909,139.721436,35.700000
910,139.717277,35.700156
911,139.717296,35.700000
912,139.727973,35.706313
913,139.710000,35.700908
914,139.710023,35.700912
915,139.723060,35.705307
916,139.722910,35.705072
917,139.724387,35.705503
918,139.724326,35.705438
919,139.724252,35.705319
920,139.725263,35.710000
921,139.725257,35.709987
922,139.725227,35.709924
923,139.725180,35.709822
924,139.724355,35.708180
925,139.724290,35.708017
926,139.723239,35.708625
927,139.723212,35.708571
928,139.723089,35.708324
929,139.723058,35.708260
930,139.722978,35.708098
931,139.720648,35.709682
932,139.720656,35.709710
933,139.720728,35.709945
934,139.720640,35.710000
935,139.727067,35.709786
936,139.727064,35.709827
937,139.727070,35.709848
938,139.727088,35.709910
939,139.727113,35.709961
940,139.727145,35.709998
941,139.727147,35.710000
942,139.713671,35.710000
943,139.713657,35.709931
944,139.722153,35.702578
945,139.722458,35.702809
946,139.721778,35.703713
947,139.721391,35.704059
948,139.721291,35.704168
949,139.721270,35.704199
950,139.721342,35.704306
951,139.723276,35.701389
952,139.722900,35.701690
953,139.722831,35.701743
954,139.722745,35.701807
955,139.722647,35.701878
956,139.729492,35.703275
957,139.729344,35.702966
958,139.728355,35.703933
959,139.728009,35.703943
960,139.727943,35.703945
961,139.727807,35.703949
962,139.727480,35.703959
963,139.726814,35.703979
964,139.726740,35.703968
965,139.729009,35.701503
966,139.729139,35.702099
967,139.729215,35.702360
968,139.723737,35.700951
969,139.723456,35.701032
970,139.722585,35.701304
971,139.722081,35.701470
972,139.722065,35.701476
973,139.721910,35.701533
974,139.727108,35.700316
975,139.727895,35.700393
976,139.728125,35.700411
977,139.728183,35.700416
978,139.728683,35.700436
979,139.728856,35.700443
980,139.730000,35.700470
981,139.724318,35.700976
982,139.723646,35.701480
983,139.723457,35.701622
984,139.721579,35.703562
985,139.722234,35.704072
986,139.727911,35.700817
987,139.727679,35.700838
988,139.727079,35.700845
989,139.727097,35.700606
990,139.727085,35.700000
991,139.722358,35.702891
992,139.722678,35.703116
993,139.722814,35.703237
994,139.722857,35.703323
995,139.722976,35.703526
996,139.722894,35.703588
997,139.722675,35.703755
998,139.722428,35.703945
999,139.722316,35.704004
1000,139.722131,35.704170
1001,139.721875,35.704409
1002,139.721649,35.704617
1003,139.721999,35.703239
1004,139.723165,35.700613
1005,139.723186,35.700758
1006,139.722904,35.700825
1007,139.722695,35.700889
1008,139.723954,35.702900
1009,139.723753,35.704494
1010,139.723634,35.704373
1011,139.723232,35.703950
1012,139.720697,35.701497
1013,139.724350,35.703218
1014,139.724239,35.703128
1015,139.724161,35.703065
1016,139.724005,35.702940
1017,139.723741,35.702721
1018,139.723178,35.702248
1019,139.723150,35.702243
1020,139.723007,35.702115
1021,139.725020,35.700814
1022,139.725289,35.701030
1023,139.725303,35.701045
1024,139.725375,35.701115
1025,139.725505,35.701241
1026,139.725702,35.701389
1027,139.725886,35.701506
1028,139.726052,35.701526
1029,139.726367,35.701518
1030,139.726434,35.701500
1031,139.726461,35.701465
1032,139.726452,35.701407
1033,139.726606,35.701336
1034,139.722200,35.701794
1035,139.725412,35.702094
1036,139.724920,35.702454
1037,139.724820,35.702533
1038,139.725755,35.700000
1039,139.725533,35.700108
1040,139.725347,35.700228
1041,139.725028,35.700432
1042,139.724425,35.701275
1043,139.724762,35.701574
1044,139.725396,35.702076
1045,139.725551,35.702228
1046,139.725608,35.702318
1047,139.725624,35.702453
1048,139.725615,35.702490
1049,139.725608,35.702632
1050,139.725331,35.702664
1051,139.725308,35.702790
1052,139.725298,35.702916
1053,139.725293,35.703164
1054,139.725313,35.703286
1055,139.725311,35.703306
1056,139.725180,35.703352
1057,139.723715,35.701819
1058,139.723351,35.701515
1059,139.723019,35.701760
1060,139.723073,35.700635
1061,139.723032,35.700476
1062,139.723003,35.700362
1063,139.726639,35.703951
1064,139.726258,35.703888
1065,139.725982,35.703853
1066,139.725687,35.703815
1067,139.724836,35.703861
1068,139.724612,35.703948
1069,139.724480,35.704000
1070,139.724291,35.704106
1071,139.724179,35.704169
1072,139.724047,35.704276
1073,139.723551,35.704663
1074,139.723250,35.704886
1075,139.722825,35.705112
1076,139.730000,35.702722
1077,139.729925,35.702743
1078,139.722094,35.703141
1079,139.721869,35.702986
1080,139.728514,35.702691
1081,139.728612,35.703015
1082,139.722361,35.704350
1083,139.722045,35.704532
1084,139.721197,35.703914
1085,139.728852,35.701549
1086,139.728719,35.700962
1087,139.728876,35.700960
1088,139.728990,35.700961
1089,139.729103,35.701473
1090,139.722409,35.704586
1091,139.722687,35.702616
1092,139.723424,35.703173
1093,139.728297,35.703499
1094,139.728868,35.703401
1095,139.729258,35.703322
1096,139.729629,35.703240
1097,139.729997,35.703158
1098,139.730000,35.703157
1099,139.726664,35.703102
1100,139.726381,35.703108
1101,139.726058,35.703121
1102,139.726081,35.702810
1103,139.726078,35.702661
1104,139.726072,35.702502
1105,139.726055,35.702005
1106,139.726051,35.701891
1107,139.730000,35.701240
1108,139.729788,35.701234
1109,139.729362,35.701379
1110,139.728758,35.701582
1111,139.728646,35.701620
1112,139.728624,35.701628
1113,139.728429,35.701695
1114,139.728402,35.701704
1115,139.728318,35.701734
1116,139.727915,35.701857
1117,139.728683,35.702558
1118,139.728652,35.702476
1119,139.728583,35.702157
1120,139.723963,35.705080
1121,139.724087,35.705054
1122,139.730000,35.703183
1123,139.728239,35.703212
1124,139.727361,35.703376
1125,139.727773,35.701246
1126,139.728046,35.702397
1127,139.728146,35.702806
1128,139.728330,35.703696
1129,139.728342,35.704171
1130,139.728320,35.704494
1131,139.728296,35.704710
1132,139.721917,35.701127
1133,139.722695,35.701552
1134,139.722284,35.700623
1135,139.722120,35.700000
1136,139.726459,35.700313
1137,139.726436,35.700438
1138,139.726336,35.700981
1139,139.730000,35.702101
1140,139.729872,35.702127
1141,139.729643,35.702199
1142,139.729495,35.702246
1143,139.729445,35.702266
1144,139.729338,35.702310
1145,139.729137,35.702396
1146,139.729084,35.702420
1147,139.728958,35.702452
1148,139.728914,35.702463
1149,139.728735,35.702537
1150,139.728607,35.702598
